image_path,class_id
dataset/images/images/train/719_image1_jpg.rf.e9f4146553c865561f997775299c82fa.jpg,0
dataset/images/images/train/20144_image1_resize_JPG.rf.c577c08e69b7d0b718f81dc280c649cd.jpg,2
dataset/images/images/train/6861_image1_jpg.rf.947f74c07fe89b356db688dbaf416b3b.jpg,3
dataset/images/images/train/3295_image1_jpg.rf.3690550965858fff499165833a56dd97.jpg,5
dataset/images/images/train/4582_image1_resize_JPG.rf.03de6297ad22a8f500f5817b975775e7.jpg,2
dataset/images/images/train/21800_image1_jpg.rf.d7decf4f73247ecb4ba83361ccd064e7.jpg,0
dataset/images/images/train/9305_image2_jpg.rf.2855a9c0604dea72ff26c84b74792f1d.jpg,4
dataset/images/images/train/15521_image2_jpg.rf.cee4223e683fcff659594685fb4f8c28.jpg,5
dataset/images/images/train/11862_image1_jpg.rf.8cbb752cf1cd0eae047589bfb59c7b7f.jpg,5
dataset/images/images/train/12551_image1_resize_JPG.rf.a8b5084b4d2c0ec5ae975515c7cb001a.jpg,2
dataset/images/images/train/3352_image1_jpg.rf.4e7191630297e820a42a3367362ee313.jpg,3
dataset/images/images/train/21258_image1_jpg.rf.67383f21804417db481e4d079ef4c3a9.jpg,1
dataset/images/images/train/10991_image2_jpg.rf.7941799317faddcfab0cc5840828827d.jpg,5
dataset/images/images/train/3297_image1_jpg.rf.89d8d7aeb5889a275b4c75c3f6d63b26.jpg,3
dataset/images/images/train/9616_image2_jpg.rf.70b2015cd11346f37dfccfb9840dc872.jpg,0
dataset/images/images/train/2544_image4_jpg.rf.13e0c6443112bed06dc124c92e5661cb.jpg,5
dataset/images/images/train/9666_image1_jpg.rf.87e04b8c137737906a49a9486b3ca43e.jpg,0
dataset/images/images/train/15927_image3_jpg.rf.57833afd677b5314402cbea1aebb76ed.jpg,5
dataset/images/images/train/5322_image1_jpg.rf.d64811cd14a73049459cf9f9bca28759.jpg,5
dataset/images/images/train/11313_image2_jpg.rf.90d9f36ded7f1b63b9ed95ec2d250cc5.jpg,5
dataset/images/images/train/1951_image4_jpg.rf.ab8f387dea265ec4fa54a53560c05b13.jpg,0
dataset/images/images/train/13595_image1_jpg.rf.15ec0883f777bb49c1dff7b328f79925.jpg,6
dataset/images/images/train/18521_image2_jpg.rf.4b55261ff29cc339024d4a949a734cab.jpg,5
dataset/images/images/train/6826_image1_jpg.rf.bbbddacfae70f8d4ebd1240aab29303b.jpg,1
dataset/images/images/train/20281_image1_jpg.rf.1dd2ba7bfd770ac9b7be58872e389fc3.jpg,5
dataset/images/images/train/5690_image1_jpg.rf.313bab32ea2d3c116d49d15ce8e7003f.jpg,5
dataset/images/images/train/21468_image1_jpg.rf.a0bd5c244b1532979f68d8b6a2295606.jpg,0
dataset/images/images/train/4913_image4_jpg.rf.cab2f8d5343be9d07d51b6977e9a79de.jpg,5
dataset/images/images/train/17951_image1_jpg.rf.ed030d9bad637d6d0917f08ef3810c1c.jpg,0
dataset/images/images/train/1101_image2_jpg.rf.0fae743931fc43f8dff13c5f87e39655.jpg,5
dataset/images/images/train/3355_image1_jpg.rf.2b4b36722519acdacc248bf00d6960f4.jpg,3
dataset/images/images/train/3612_image1_jpg.rf.df401edc9c998f9fd66a339bc5414a82.jpg,1
dataset/images/images/train/19684_image1_jpg.rf.4368fe44c324042251eae92d1869ca24.jpg,5
dataset/images/images/train/1628_image4_jpg.rf.1caaa54d1b0aafc440d103aef6c725a9.jpg,5
dataset/images/images/train/18779_image2_jpg.rf.177c056fa4fc57e9aa3f04f6c0a0284b.jpg,5
dataset/images/images/train/12755_image2_resize_JPG.rf.5ab7973155d4dac13b10498fdfa8000e.jpg,0
dataset/images/images/train/16747_image1_jpg.rf.4f17d62aaf0311a79773259269091f46.jpg,1
dataset/images/images/train/13738_image1_jpg.rf.7e2b943471a5b443b329b992e10bccf5.jpg,0
dataset/images/images/train/4847_image2_resize_JPG.rf.409a583924e0e7fec1f11e404e81404b.jpg,2
dataset/images/images/train/16809_image1_resize_JPG.rf.519ffce0c8b6ac76b721eb1396417068.jpg,2
dataset/images/images/train/17470_image1_resize_JPG.rf.836b1858779d2379a6c0aba446b05e0f.jpg,4
dataset/images/images/train/15541_image2_jpg.rf.2eef1b9dccbba7aedc452275d2d88f41.jpg,5
dataset/images/images/train/19549_image1_jpg.rf.0f185ced24366df3655fa952e62a59fc.jpg,5
dataset/images/images/train/14537_image1_jpg.rf.a4f1d1f014c269ea19db08cc42eee701.jpg,0
dataset/images/images/train/17336_image1_resize_JPG.rf.a7cb34083fc90b55457972066a11455d.jpg,4
dataset/images/images/train/6382_image2_jpg.rf.c0812e5bb1af2a9c0956796b63b594fb.jpg,1
dataset/images/images/train/21534_image2_jpg.rf.a71fc90e2f630da6f6b59559d2ad3016.jpg,0
dataset/images/images/train/19875_image1_jpg.rf.746a655d14f500523114bf0b58668aab.jpg,5
dataset/images/images/train/736_image1_resize_JPG.rf.5b76ad0a5b1a473619f0813ff4983d00.jpg,2
dataset/images/images/train/19565_image1_resize_JPG.rf.5ed1ad74f23b4c47872e1bd4679bab43.jpg,2
dataset/images/images/train/7987_image1_resize_JPG.rf.c5de1f9de31f2dd9e1b6d3d18ffd3292.jpg,2
dataset/images/images/train/2427_image6_jpg.rf.da606071d84a910f7adfa895ccec732f.jpg,1
dataset/images/images/train/5418_image1_jpg.rf.f072695ae3f030a8c3da90fa5ef0250e.jpg,0
dataset/images/images/train/8164_image1_resize_JPG.rf.04c02d31f773ed0bff19bf0362757c33.jpg,2
dataset/images/images/train/781_image1_jpg.rf.fd748b2e2ceba201d8f6d0e56506e570.jpg,4
dataset/images/images/train/3306_image1_jpg.rf.a124890ff66a920bb25898b31e2e680d.jpg,0
dataset/images/images/train/5773_image1_jpg.rf.fb791dbc493b736d41119689cd559e4e.jpg,0
dataset/images/images/train/12290_image2_resize_JPG.rf.a310f82cde5a318ef02656dceb376062.jpg,2
dataset/images/images/train/17431_image1_jpg.rf.ff3ebd632904584f7d407dd0fcea51ab.jpg,5
dataset/images/images/train/8526_image1_resize_JPG.rf.b9d6e94c17039fd6d9269914fdd7b808.jpg,2
dataset/images/images/train/22079_image1_jpg.rf.fb14730a647326fd30a03e5c816c7d88.jpg,0
dataset/images/images/train/5796_image1_jpg.rf.514c11f130c6c427c6c8f9d15299e7d4.jpg,3
dataset/images/images/train/8947_image1_jpg.rf.8131f5b4c9b8f1e40bb37a6ad5a85519.jpg,5
dataset/images/images/train/19475_image2_jpg.rf.d312323450a5ade1bfe350ddf1c9d498.jpg,5
dataset/images/images/train/18676_image1_jpg.rf.f10ef7108bde7c195ba20dc7feb5f2f9.jpg,5
dataset/images/images/train/19772_image1_resize_JPG.rf.e0253b2647576d228a9a60489f9fbd8c.jpg,2
dataset/images/images/train/17418_image1_jpg.rf.a83abb526232638cb930b63a07cd08c4.jpg,5
dataset/images/images/train/18043_image1_resize_JPG.rf.de5fe01327ddc46abce25e591e784c79.jpg,2
dataset/images/images/train/11517_image1_jpg.rf.51328e8695942eb0c8f7f9947213efc0.jpg,0
dataset/images/images/train/2437_image4_jpg.rf.3ec5b6ae51329a6c118bfd46f271d955.jpg,5
dataset/images/images/train/14003_image1_jpg.rf.215c4cba4f3e1cabf8700cbb21caacbc.jpg,5
dataset/images/images/train/13088_image3_jpg.rf.9f9a4ebe42d2c7724dd9bf8bcc0547a1.jpg,5
dataset/images/images/train/19682_image1_resize_JPG.rf.fa184bca5dda8c108f7bcdbc51776d9d.jpg,2
dataset/images/images/train/11989_image7_jpg.rf.e9fc304f1aab3545f8092fa864400f8b.jpg,5
dataset/images/images/train/3111_image1_jpg.rf.1d350d46a8f9ebf7466b99d5bcba88b6.jpg,4
dataset/images/images/train/18251_image1_resize_JPG.rf.8daec8c20c0a05a842a079aa0b52d9bf.jpg,2
dataset/images/images/train/2601_image5_jpg.rf.cfc0de7ceac8fdd4ef19fb02eda04913.jpg,5
dataset/images/images/train/11345_image1_jpg.rf.919ee48f037ac88cf63e322b938624a1.jpg,6
dataset/images/images/train/9533_image1_jpg.rf.1e2fd035bce105f762d5e4ac53c1ed31.jpg,5
dataset/images/images/train/3771_image2_jpg.rf.60856b1a500fec3ff2e5ab562f7cbb4a.jpg,0
dataset/images/images/train/18091_image1_resize_JPG.rf.3e890c35f966eb328c80ab1a408b698e.jpg,2
dataset/images/images/train/15761_image1_jpg.rf.091513a9e86cb8784e3f197570e544ab.jpg,5
dataset/images/images/train/5724_image1_jpg.rf.bb7ca5a532296a30219b579ecc3805a3.jpg,0
dataset/images/images/train/1499_image1_jpg.rf.423550d340c7b1bf95a9e4b919bc1e79.jpg,5
dataset/images/images/train/5966_image4_jpg.rf.2b4d15d30793c3916ad160a25e2a2b1e.jpg,5
dataset/images/images/train/10046_image1_jpg.rf.f16dce33795e48c9f492314ea6cc14a3.jpg,4
dataset/images/images/train/6024_image1_jpg.rf.d9416a1f00fad1f868a27ba646f738a4.jpg,4
dataset/images/images/train/17691_image1_resize_JPG.rf.0b855719cd338c23dfbb71ed3b0894e1.jpg,1
dataset/images/images/train/5021_image2_jpg.rf.8ee2d89c45bee38f5aa60e95936f12b2.jpg,5
dataset/images/images/train/987_image1_jpg.rf.7edd2c2754c059a824e0ddcda8fd2eb9.jpg,5
dataset/images/images/train/8901_image2_jpg.rf.c3654006c08a358f5b171ffa0bc45be5.jpg,3
dataset/images/images/train/8819_image1_resize_JPG.rf.1fb9ac1e7a6e9f306d9973de00885db9.jpg,2
dataset/images/images/train/3761_image1_resize_JPG.rf.bef06fc082940b340e1cf8b35181a658.jpg,2
dataset/images/images/train/20471_image1_jpg.rf.3ede528d6b1560d104541d93b6c588fe.jpg,5
dataset/images/images/train/1695_image1_jpg.rf.1615210516f03d23978c040c10f8bd8a.jpg,4
dataset/images/images/train/19170_image2_jpg.rf.d9332a9de6c30189fb3b9d9d30f21f0c.jpg,4
dataset/images/images/train/1103_image3_jpg.rf.c54cb56eccf1c664826ff4d6f68f4f6e.jpg,5
dataset/images/images/train/15050_image1_jpg.rf.167b86283592b4d1369d54b00b0b95ab.jpg,0
dataset/images/images/train/12609_image4_jpg.rf.9da5d58012883f43c1076d3f45f81ad2.jpg,5
dataset/images/images/train/20498_image1_jpg.rf.f497e1c5f76814ce9934786a674e819a.jpg,5
dataset/images/images/train/15946_image1_resize_JPG.rf.4e3859f84ddc227a126f2d9679ab8537.jpg,2
dataset/images/images/train/3342_image1_jpg.rf.3f17a5c30d633223238cd658f8f5cd35.jpg,3
dataset/images/images/train/8764_image1_resize_JPG.rf.e9270c1c04e7a8d49dd77ef7703443e3.jpg,2
dataset/images/images/train/4517_image1_jpg.rf.9cd71e2593943d7e4d04c9a599c5af05.jpg,4
dataset/images/images/train/19808_image1_resize_JPG.rf.7553bfac42d0947b1fa029e42f4dacf7.jpg,2
dataset/images/images/train/5978_image2_jpg.rf.996714b234c8c84178f2d34e83cfe48f.jpg,5
dataset/images/images/train/1704_image2_jpg.rf.ef1ea809004ba517841cb62e1806833c.jpg,4
dataset/images/images/train/1701_image1_jpg.rf.bd0a459af3a1ed667dd775457853c93d.jpg,4
dataset/images/images/train/15798_image1_resize_JPG.rf.6b1c09e305e7171ff1dcc16952654650.jpg,2
dataset/images/images/train/126_image2_jpg.rf.3d691b74770c847e15302b8b3ad574cf.jpg,1
dataset/images/images/train/8137_image1_jpg.rf.01293acbd7a98c1d5b6482d91adecb96.jpg,3
dataset/images/images/train/8590_image3_jpg.rf.bbe83aad73018a90a853fae05af59600.jpg,1
dataset/images/images/train/15956_image1_jpg.rf.ce072254643f9f5fe1d91a119eec8db8.jpg,1
dataset/images/images/train/8077_image1_jpg.rf.4f589f42a0333a833472642095eba7fd.jpg,0
dataset/images/images/train/6315_image1_resize_JPG.rf.ffd1d4630da59230c82ca6aa9ac076ab.jpg,2
dataset/images/images/train/9616_image1_jpg.rf.7b4f213c11e18f4f4c43112131185d91.jpg,0
dataset/images/images/train/2492_image5_jpg.rf.ef4a775f20565d7cc35905f10e4dc55c.jpg,0
dataset/images/images/train/15317_image2_jpg.rf.51bf7a50fb0ad267e595fc31992a4ad3.jpg,5
dataset/images/images/train/8336_image1_resize_JPG.rf.c90c7f3f594dfe0c9b1818447a2c115e.jpg,2
dataset/images/images/train/20126_image1_resize_JPG.rf.679438b897e03ec0773f77285f3717d5.jpg,2
dataset/images/images/train/5317_image1_resize_JPG.rf.e3c7ce323326b20f2765ff382bc2b44e.jpg,2
dataset/images/images/train/6538_image1_resize_JPG.rf.f2fdaf419bb0326eff120fc5e67c7cfa.jpg,2
dataset/images/images/train/12426_image2_jpg.rf.dda6bd53bc62b4b7979ab28cdc7be70f.jpg,1
dataset/images/images/train/10139_image3_jpg.rf.b91b3043104a6c1ae1098675415ad370.jpg,5
dataset/images/images/train/11751_image1_jpg.rf.6e509c28f2d686b4e1ab7c2b6b43bf03.jpg,5
dataset/images/images/train/5841_image3_jpg.rf.c2907d07a296ebbb8b4036d246def98d.jpg,4
dataset/images/images/train/15974_image1_jpg.rf.6abdca5dfb10bff6c70dd4ff862f44db.jpg,1
dataset/images/images/train/5674_image1_jpg.rf.0ae4b3530d681cf993c8647fd2b95555.jpg,3
dataset/images/images/train/8832_image1_jpg.rf.73506cb9fe8ee74998be0ee64d50b8fb.jpg,3
dataset/images/images/train/18500_image1_jpg.rf.b4236aff22171599027bdd9bb056fa0d.jpg,5
dataset/images/images/train/8263_image1_resize_JPG.rf.dab97ab2a9ef96aa9f8ae0601ccd8b2d.jpg,2
dataset/images/images/train/312_image2_jpg.rf.9c4d7338cad5ba869c296ab3f4ba5895.jpg,1
dataset/images/images/train/4452_image1_jpg.rf.12e687f3eb642c0355c1fe8263acc5b2.jpg,0
dataset/images/images/train/1737_image1_jpg.rf.c05e791177f51594b478739e5d924829.jpg,0
dataset/images/images/train/16402_image3_resize_JPG.rf.ab105d6f06e55b942f704a4c31ef5098.jpg,2
dataset/images/images/train/3753_image1_jpg.rf.cee30a29d886626703fd8793449cfc6c.jpg,3
dataset/images/images/train/14320_image3_jpg.rf.a8506189732c7a311c3d8bab5f619f5b.jpg,5
dataset/images/images/train/9401_image2_jpg.rf.46232f23c07e7d9190ca610881c25e52.jpg,5
dataset/images/images/train/11545_image1_jpg.rf.b016a807f405477bc60ea16a0ac24b7d.jpg,0
dataset/images/images/train/21342_image1_resize_JPG.rf.0c50110ea6e5b9f918f4adffc3037f8f.jpg,3
dataset/images/images/train/6234_image3_jpg.rf.0ce925cb7aeaa83fb987b143eac9effd.jpg,5
dataset/images/images/train/19106_image2_resize_JPG.rf.8bcc69e9a28835ce8ec313bc7f32ff2d.jpg,0
dataset/images/images/train/7046_image1_resize_JPG.rf.4a25a5953c0994bab2abcc564f965bda.jpg,2
dataset/images/images/train/268_image1_jpg.rf.59038bb2ee8f545b1d0e50460af3387d.jpg,1
dataset/images/images/train/762_image3_jpg.rf.f78a40669cb902fdfd2e8a523068d8f5.jpg,5
dataset/images/images/train/15421_image1_jpg.rf.be055729f0560c0a7c7f12b89debc609.jpg,0
dataset/images/images/train/8682_image2_jpg.rf.1e139df0525667bcdedc8942973fe795.jpg,5
dataset/images/images/train/6514_image1_jpg.rf.8c295a83ddba3e4d345ffb2c04d691de.jpg,0
dataset/images/images/train/22297_image2_jpg.rf.3dd4daaf483b71e711ac2581a8d241f6.jpg,5
dataset/images/images/train/7804_image1_jpg.rf.281c208c472efb6b7b88ddda831e1a3f.jpg,0
dataset/images/images/train/18132_image1_jpg.rf.c3ddfb4aec62b26160b0f9ff25b34c9e.jpg,5
dataset/images/images/train/1034_image3_jpg.rf.b466a6eb5ad50368bde1c0a6ddfd5906.jpg,4
dataset/images/images/train/13727_image1_resize_JPG.rf.d69f5950f945c6ffe3ff5d2bfab2ec59.jpg,2
dataset/images/images/train/20634_image1_jpg.rf.7b73963ef6a64cd994d2ff6e1a57131c.jpg,5
dataset/images/images/train/8276_image1_jpg.rf.08715468afc1d9a01b329db6a413d33e.jpg,5
